id,source_type,title,short_desc,url,tags,author,stars_or_downloads,updated_at
hf_cardiffnlp/twitter-roberta-base-sentiment-latest,hf_model,cardiffnlp/twitter-roberta-base-sentiment-latest,,https://huggingface.co/cardiffnlp/twitter-roberta-base-sentiment-latest,"transformers, pytorch, tf, roberta, text-classification, en, dataset:tweet_eval, arxiv:2202.03829, license:cc-by-4.0, autotrain_compatible, endpoints_compatible, region:us",,4392194,2025-10-29T15:01:34.726299Z
hf_TinyLlama/TinyLlama-1.1B-Chat-v1.0,hf_model,TinyLlama/TinyLlama-1.1B-Chat-v1.0,,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,"transformers, safetensors, llama, text-generation, conversational, en, dataset:cerebras/SlimPajama-627B, dataset:bigcode/starcoderdata, dataset:HuggingFaceH4/ultrachat_200k, dataset:HuggingFaceH4/ultrafeedback_binarized, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,4360479,2025-10-29T15:01:34.726299Z
hf_hexgrad/Kokoro-82M,hf_model,hexgrad/Kokoro-82M,,https://huggingface.co/hexgrad/Kokoro-82M,"text-to-speech, en, arxiv:2306.07691, arxiv:2203.02395, base_model:yl4579/StyleTTS2-LJSpeech, base_model:finetune:yl4579/StyleTTS2-LJSpeech, doi:10.57967/hf/4329, license:apache-2.0, region:us",,4273209,2025-10-29T15:01:34.726299Z
hf_openai/whisper-large-v3,hf_model,openai/whisper-large-v3,,https://huggingface.co/openai/whisper-large-v3,"transformers, pytorch, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, endpoints_compatible, region:us",,4256507,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen3-Embedding-0.6B,hf_model,Qwen/Qwen3-Embedding-0.6B,,https://huggingface.co/Qwen/Qwen3-Embedding-0.6B,"sentence-transformers, safetensors, qwen3, text-generation, transformers, sentence-similarity, feature-extraction, text-embeddings-inference, arxiv:2506.05176, base_model:Qwen/Qwen3-0.6B-Base, base_model:finetune:Qwen/Qwen3-0.6B-Base, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,4254861,2025-10-29T15:01:34.726299Z
hf_openai/whisper-large-v3-turbo,hf_model,openai/whisper-large-v3-turbo,,https://huggingface.co/openai/whisper-large-v3-turbo,"transformers, safetensors, whisper, automatic-speech-recognition, audio, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, base_model:openai/whisper-large-v3, base_model:finetune:openai/whisper-large-v3, license:mit, endpoints_compatible, region:us",,4240231,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2.5-1.5B-Instruct,hf_model,Qwen/Qwen2.5-1.5B-Instruct,,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-1.5B, base_model:finetune:Qwen/Qwen2.5-1.5B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,4234680,2025-10-29T15:01:34.726299Z
hf_neulab/codebert-python,hf_model,neulab/codebert-python,,https://huggingface.co/neulab/codebert-python,"transformers, pytorch, safetensors, roberta, fill-mask, arxiv:2302.05527, autotrain_compatible, endpoints_compatible, region:us",,4215533,2025-10-29T15:01:34.726299Z
hf_trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,hf_model,trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,,https://huggingface.co/trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,"transformers, safetensors, qwen2, text-generation, trl, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,4142606,2025-10-29T15:01:34.726299Z
hf_facebook/opt-125m,hf_model,facebook/opt-125m,,https://huggingface.co/facebook/opt-125m,"transformers, pytorch, tf, jax, opt, text-generation, en, arxiv:2205.01068, arxiv:2005.14165, license:other, autotrain_compatible, text-generation-inference, region:us",,4111604,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2.5-VL-7B-Instruct,hf_model,Qwen/Qwen2.5-VL-7B-Instruct,,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct,"transformers, safetensors, qwen2_5_vl, image-to-text, multimodal, image-text-to-text, conversational, en, arxiv:2309.00071, arxiv:2409.12191, arxiv:2308.12966, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",,4101667,2025-10-29T15:01:34.726299Z
hf_autogluon/chronos-bolt-base,hf_model,autogluon/chronos-bolt-base,,https://huggingface.co/autogluon/chronos-bolt-base,"safetensors, t5, time series, forecasting, pretrained models, foundation models, time series foundation models, time-series, time-series-forecasting, arxiv:1910.10683, arxiv:2403.07815, license:apache-2.0, region:us",,3902381,2025-10-29T15:01:34.726299Z
hf_MahmoudAshraf/mms-300m-1130-forced-aligner,hf_model,MahmoudAshraf/mms-300m-1130-forced-aligner,,https://huggingface.co/MahmoudAshraf/mms-300m-1130-forced-aligner,"transformers, pytorch, safetensors, wav2vec2, automatic-speech-recognition, mms, audio, voice, speech, forced-alignment, ab, af, ak, am, ar, as, av, ay, az, ba, bm, be, bn, bi, bo, sh, br, bg, ca, cs, ce, cv, ku, cy, da, de, dv, dz, el, en, eo, et, eu, ee, fo, fa, fj, fi, fr, fy, ff, ga, gl, gn, gu, zh, ht, ha, he, hi, hu, hy, ig, ia, ms, is, it, jv, ja, kn, ka, kk, kr, km, ki, rw, ky, ko, kv, lo, la, lv, ln, lt, lb, lg, mh, ml, mr, mk, mg, mt, mn, mi, my, nl, no, ne, ny, oc, om, or, os, pa, pl, pt, ps, qu, ro, rn, ru, sg, sk, sl, sm, sn, sd, so, es, sq, su, sv, sw, ta, tt, te, tg, tl, th, ti, ts, tr, uk, vi, wo, xh, yo, zu, za, license:cc-by-nc-4.0, endpoints_compatible, region:us",,3886565,2025-10-29T15:01:34.726299Z
hf_hustvl/vitmatte-small-composition-1k,hf_model,hustvl/vitmatte-small-composition-1k,,https://huggingface.co/hustvl/vitmatte-small-composition-1k,"transformers, pytorch, safetensors, vitmatte, vision, arxiv:2305.15272, license:apache-2.0, endpoints_compatible, region:us",,3868400,2025-10-29T15:01:34.726299Z
hf_meta-llama/Llama-3.2-1B-Instruct,hf_model,meta-llama/Llama-3.2-1B-Instruct,,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,3861472,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen2.5-3B-Instruct,hf_model,Qwen/Qwen2.5-3B-Instruct,,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-3B, base_model:finetune:Qwen/Qwen2.5-3B, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,3810769,2025-10-29T15:01:34.726299Z
hf_openai/gpt-oss-120b,hf_model,openai/gpt-oss-120b,,https://huggingface.co/openai/gpt-oss-120b,"transformers, safetensors, gpt_oss, text-generation, vllm, conversational, arxiv:2508.10925, license:apache-2.0, autotrain_compatible, endpoints_compatible, 8-bit, mxfp4, region:us",,3807313,2025-10-29T15:01:34.726299Z
hf_datasocietyco/bge-base-en-v1.5-course-recommender-v5,hf_model,datasocietyco/bge-base-en-v1.5-course-recommender-v5,,https://huggingface.co/datasocietyco/bge-base-en-v1.5-course-recommender-v5,"sentence-transformers, safetensors, bert, sentence-similarity, feature-extraction, generated_from_trainer, dataset_size:45, loss:MultipleNegativesRankingLoss, arxiv:1908.10084, arxiv:1705.00652, base_model:BAAI/bge-base-en-v1.5, base_model:finetune:BAAI/bge-base-en-v1.5, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,3767083,2025-10-29T15:01:34.726299Z
hf_stabilityai/sd-turbo,hf_model,stabilityai/sd-turbo,,https://huggingface.co/stabilityai/sd-turbo,"diffusers, safetensors, text-to-image, autotrain_compatible, diffusers:StableDiffusionPipeline, region:us",,3690413,2025-10-29T15:01:34.726299Z
hf_facebook/esmfold_v1,hf_model,facebook/esmfold_v1,,https://huggingface.co/facebook/esmfold_v1,"transformers, pytorch, esm, license:mit, endpoints_compatible, region:us",,3664653,2025-10-29T15:01:34.726299Z
hf_timm/resnet50.a1_in1k,hf_model,timm/resnet50.a1_in1k,,https://huggingface.co/timm/resnet50.a1_in1k,"timm, pytorch, safetensors, image-classification, transformers, arxiv:2110.00476, arxiv:1512.03385, license:apache-2.0, region:us",,3654723,2025-10-29T15:01:34.726299Z
hf_jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,hf_model,jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, hf-asr-leaderboard, mozilla-foundation/common_voice_6_0, pt, robust-speech-event, speech, xlsr-fine-tuning-week, dataset:common_voice, dataset:mozilla-foundation/common_voice_6_0, doi:10.57967/hf/3572, license:apache-2.0, model-index, endpoints_compatible, region:us",,3646691,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen3-4B-Instruct-2507,hf_model,Qwen/Qwen3-4B-Instruct-2507,,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,3625776,2025-10-29T15:01:34.726299Z
hf_sentence-transformers/multi-qa-mpnet-base-dot-v1,hf_model,sentence-transformers/multi-qa-mpnet-base-dot-v1,,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,"sentence-transformers, pytorch, onnx, safetensors, openvino, mpnet, fill-mask, feature-extraction, sentence-similarity, transformers, text-embeddings-inference, en, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:ms_marco, dataset:gooaq, dataset:yahoo_answers_topics, dataset:search_qa, dataset:eli5, dataset:natural_questions, dataset:trivia_qa, dataset:embedding-data/QQP, dataset:embedding-data/PAQ_pairs, dataset:embedding-data/Amazon-QA, dataset:embedding-data/WikiAnswers, autotrain_compatible, endpoints_compatible, region:us",,3606320,2025-10-29T15:01:34.726299Z
hf_emilyalsentzer/Bio_ClinicalBERT,hf_model,emilyalsentzer/Bio_ClinicalBERT,,https://huggingface.co/emilyalsentzer/Bio_ClinicalBERT,"transformers, pytorch, tf, jax, bert, fill-mask, en, arxiv:1904.03323, arxiv:1901.08746, license:mit, endpoints_compatible, region:us",,3581342,2025-10-29T15:01:34.726299Z
hf_openai/clip-vit-large-patch14-336,hf_model,openai/clip-vit-large-patch14-336,,https://huggingface.co/openai/clip-vit-large-patch14-336,"transformers, pytorch, tf, clip, zero-shot-image-classification, generated_from_keras_callback, endpoints_compatible, region:us",,3546013,2025-10-29T15:01:34.726299Z
hf_Alibaba-NLP/gte-large-en-v1.5,hf_model,Alibaba-NLP/gte-large-en-v1.5,,https://huggingface.co/Alibaba-NLP/gte-large-en-v1.5,"transformers, onnx, safetensors, new, feature-extraction, sentence-transformers, gte, mteb, transformers.js, sentence-similarity, custom_code, en, dataset:allenai/c4, arxiv:2407.19669, arxiv:2308.03281, license:apache-2.0, model-index, text-embeddings-inference, endpoints_compatible, region:us",,3490748,2025-10-29T15:01:34.726299Z
hf_BAAI/bge-reranker-v2-m3,hf_model,BAAI/bge-reranker-v2-m3,,https://huggingface.co/BAAI/bge-reranker-v2-m3,"sentence-transformers, safetensors, xlm-roberta, text-classification, transformers, text-embeddings-inference, multilingual, arxiv:2312.15503, arxiv:2402.03216, license:apache-2.0, region:us",,3431027,2025-10-29T15:01:34.726299Z
hf_google-bert/bert-base-cased,hf_model,google-bert/bert-base-cased,,https://huggingface.co/google-bert/bert-base-cased,"transformers, pytorch, tf, jax, safetensors, bert, fill-mask, exbert, en, dataset:bookcorpus, dataset:wikipedia, arxiv:1810.04805, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,3378194,2025-10-29T15:01:34.726299Z
hf_facebook/bart-large-mnli,hf_model,facebook/bart-large-mnli,,https://huggingface.co/facebook/bart-large-mnli,"transformers, pytorch, jax, rust, safetensors, bart, text-classification, zero-shot-classification, dataset:multi_nli, arxiv:1910.13461, arxiv:1909.00161, license:mit, autotrain_compatible, endpoints_compatible, region:us",,3305102,2025-10-29T15:01:34.726299Z
hf_jonatasgrosman/wav2vec2-large-xlsr-53-japanese,hf_model,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, ja, dataset:common_voice, doi:10.57967/hf/3568, license:apache-2.0, model-index, endpoints_compatible, region:us",,3299247,2025-10-29T15:01:34.726299Z
hf_w11wo/indonesian-roberta-base-posp-tagger,hf_model,w11wo/indonesian-roberta-base-posp-tagger,,https://huggingface.co/w11wo/indonesian-roberta-base-posp-tagger,"transformers, pytorch, tf, tensorboard, safetensors, roberta, token-classification, generated_from_trainer, ind, dataset:indonlu, base_model:flax-community/indonesian-roberta-base, base_model:finetune:flax-community/indonesian-roberta-base, license:mit, model-index, autotrain_compatible, endpoints_compatible, region:us",,3264378,2025-10-29T15:01:34.726299Z
hf_patrickjohncyh/fashion-clip,hf_model,patrickjohncyh/fashion-clip,,https://huggingface.co/patrickjohncyh/fashion-clip,"transformers, pytorch, onnx, safetensors, clip, zero-shot-image-classification, vision, language, fashion, ecommerce, en, license:mit, endpoints_compatible, region:us",,3240079,2025-10-29T15:01:34.726299Z
hf_OpenGVLab/InternVL3_5-241B-A28B-Instruct,hf_model,OpenGVLab/InternVL3_5-241B-A28B-Instruct,,https://huggingface.co/OpenGVLab/InternVL3_5-241B-A28B-Instruct,"transformers, safetensors, internvl_chat, feature-extraction, internvl, custom_code, image-text-to-text, conversational, multilingual, dataset:OpenGVLab/MMPR-v1.2, dataset:OpenGVLab/MMPR-Tiny, arxiv:2312.14238, arxiv:2404.16821, arxiv:2412.05271, arxiv:2411.10442, arxiv:2504.10479, arxiv:2508.18265, base_model:OpenGVLab/InternVL3_5-241B-A28B-Pretrained, base_model:finetune:OpenGVLab/InternVL3_5-241B-A28B-Pretrained, license:apache-2.0, region:us",,3227744,2025-10-29T15:01:34.726299Z
hf_timm/convnextv2_nano.fcmae_ft_in22k_in1k,hf_model,timm/convnextv2_nano.fcmae_ft_in22k_in1k,,https://huggingface.co/timm/convnextv2_nano.fcmae_ft_in22k_in1k,"timm, pytorch, safetensors, image-classification, transformers, dataset:imagenet-1k, arxiv:2301.00808, license:cc-by-nc-4.0, region:us",,3199404,2025-10-29T15:01:34.726299Z
hf_google-t5/t5-small,hf_model,google-t5/t5-small,,https://huggingface.co/google-t5/t5-small,"transformers, pytorch, tf, jax, rust, onnx, safetensors, t5, text2text-generation, summarization, translation, en, fr, ro, de, multilingual, dataset:c4, arxiv:1805.12471, arxiv:1708.00055, arxiv:1704.05426, arxiv:1606.05250, arxiv:1808.09121, arxiv:1810.12885, arxiv:1905.10044, arxiv:1910.09700, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",,3131210,2025-10-29T15:01:34.726299Z
hf_ggml-org/models-moved,hf_model,ggml-org/models-moved,,https://huggingface.co/ggml-org/models-moved,"gguf, endpoints_compatible, region:us",,3104860,2025-10-29T15:01:34.726299Z
hf_bigscience/bloomz-560m,hf_model,bigscience/bloomz-560m,,https://huggingface.co/bigscience/bloomz-560m,"transformers, pytorch, tensorboard, safetensors, bloom, text-generation, ak, ar, as, bm, bn, ca, code, en, es, eu, fon, fr, gu, hi, id, ig, ki, kn, lg, ln, ml, mr, ne, nso, ny, or, pa, pt, rn, rw, sn, st, sw, ta, te, tn, ts, tum, tw, ur, vi, wo, xh, yo, zh, zu, dataset:bigscience/xP3, arxiv:2211.01786, license:bigscience-bloom-rail-1.0, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,3083333,2025-10-29T15:01:34.726299Z
hf_context-labs/meta-llama-Llama-3.2-3B-Instruct-FP16,hf_model,context-labs/meta-llama-Llama-3.2-3B-Instruct-FP16,,https://huggingface.co/context-labs/meta-llama-Llama-3.2-3B-Instruct-FP16,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, conversational, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,3077097,2025-10-29T15:01:34.726299Z
hf_facebook/bart-large-cnn,hf_model,facebook/bart-large-cnn,,https://huggingface.co/facebook/bart-large-cnn,"transformers, pytorch, tf, jax, rust, safetensors, bart, text2text-generation, summarization, en, dataset:cnn_dailymail, arxiv:1910.13461, license:mit, model-index, endpoints_compatible, region:us",,2988324,2025-10-29T15:01:34.726299Z
hf_google/vit-base-patch16-224,hf_model,google/vit-base-patch16-224,,https://huggingface.co/google/vit-base-patch16-224,"transformers, pytorch, tf, jax, safetensors, vit, image-classification, vision, dataset:imagenet-1k, dataset:imagenet-21k, arxiv:2010.11929, arxiv:2006.03677, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,2943432,2025-10-29T15:01:34.726299Z
hf_laion/CLIP-ViT-H-14-laion2B-s32B-b79K,hf_model,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,,https://huggingface.co/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,"open_clip, pytorch, safetensors, clip, zero-shot-image-classification, arxiv:1910.04867, license:mit, region:us",,2854446,2025-10-29T15:01:34.726299Z
hf_openai/clip-vit-base-patch16,hf_model,openai/clip-vit-base-patch16,,https://huggingface.co/openai/clip-vit-base-patch16,"transformers, pytorch, jax, clip, zero-shot-image-classification, vision, arxiv:2103.00020, arxiv:1908.04913, endpoints_compatible, region:us",,2832972,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen3-VL-30B-A3B-Instruct,hf_model,Qwen/Qwen3-VL-30B-A3B-Instruct,,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Instruct,"safetensors, qwen3_vl_moe, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, license:apache-2.0, region:us",,2729221,2025-10-29T15:01:34.726299Z
hf_sentence-transformers/distiluse-base-multilingual-cased-v2,hf_model,sentence-transformers/distiluse-base-multilingual-cased-v2,,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,"sentence-transformers, pytorch, tf, onnx, safetensors, openvino, distilbert, feature-extraction, sentence-similarity, multilingual, ar, bg, ca, cs, da, de, el, en, es, et, fa, fi, fr, gl, gu, he, hi, hr, hu, hy, id, it, ja, ka, ko, ku, lt, lv, mk, mn, mr, ms, my, nb, nl, pl, pt, ro, ru, sk, sl, sq, sr, sv, th, tr, uk, ur, vi, arxiv:1908.10084, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,2702201,2025-10-29T15:01:34.726299Z
hf_mixedbread-ai/mxbai-embed-large-v1,hf_model,mixedbread-ai/mxbai-embed-large-v1,,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1,"sentence-transformers, onnx, safetensors, openvino, gguf, bert, feature-extraction, mteb, transformers.js, transformers, en, arxiv:2309.12871, license:apache-2.0, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",,2693433,2025-10-29T15:01:34.726299Z
hf_mistralai/Mistral-7B-Instruct-v0.2,hf_model,mistralai/Mistral-7B-Instruct-v0.2,,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,"transformers, pytorch, safetensors, mistral, text-generation, finetuned, mistral-common, conversational, arxiv:2310.06825, license:apache-2.0, autotrain_compatible, text-generation-inference, region:us",,2684643,2025-10-29T15:01:34.726299Z
hf_timm/resnet18.a1_in1k,hf_model,timm/resnet18.a1_in1k,,https://huggingface.co/timm/resnet18.a1_in1k,"timm, pytorch, safetensors, image-classification, transformers, arxiv:2110.00476, arxiv:1512.03385, license:apache-2.0, region:us",,2631350,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen3-Next-80B-A3B-Instruct,hf_model,Qwen/Qwen3-Next-80B-A3B-Instruct,,https://huggingface.co/Qwen/Qwen3-Next-80B-A3B-Instruct,"transformers, safetensors, qwen3_next, text-generation, conversational, arxiv:2309.00071, arxiv:2404.06654, arxiv:2505.09388, arxiv:2501.15383, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",,2582156,2025-10-29T15:01:34.726299Z
hf_Bingsu/yolo-world-mirror,hf_model,Bingsu/yolo-world-mirror,,https://huggingface.co/Bingsu/yolo-world-mirror,"ultralytics, license:agpl-3.0, region:us",,2574721,2025-10-29T15:01:34.726299Z
hf_FacebookAI/xlm-roberta-large,hf_model,FacebookAI/xlm-roberta-large,,https://huggingface.co/FacebookAI/xlm-roberta-large,"transformers, pytorch, tf, jax, onnx, safetensors, xlm-roberta, fill-mask, exbert, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:1911.02116, license:mit, autotrain_compatible, endpoints_compatible, region:us",,2544536,2025-10-29T15:01:34.726299Z
hf_cardiffnlp/twitter-xlm-roberta-base-sentiment,hf_model,cardiffnlp/twitter-xlm-roberta-base-sentiment,,https://huggingface.co/cardiffnlp/twitter-xlm-roberta-base-sentiment,"transformers, pytorch, tf, xlm-roberta, text-classification, multilingual, arxiv:2104.12250, autotrain_compatible, endpoints_compatible, region:us",,2519687,2025-10-29T15:01:34.726299Z
hf_microsoft/deberta-v3-base,hf_model,microsoft/deberta-v3-base,,https://huggingface.co/microsoft/deberta-v3-base,"transformers, pytorch, tf, rust, deberta-v2, deberta, deberta-v3, fill-mask, en, arxiv:2006.03654, arxiv:2111.09543, license:mit, endpoints_compatible, region:us",,2502581,2025-10-29T15:01:34.726299Z
hf_ProsusAI/finbert,hf_model,ProsusAI/finbert,,https://huggingface.co/ProsusAI/finbert,"transformers, pytorch, tf, jax, bert, text-classification, financial-sentiment-analysis, sentiment-analysis, en, arxiv:1908.10063, autotrain_compatible, endpoints_compatible, region:us",,2492762,2025-10-29T15:01:34.726299Z
hf_stabilityai/stable-diffusion-xl-base-1.0,hf_model,stabilityai/stable-diffusion-xl-base-1.0,,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,"diffusers, onnx, safetensors, text-to-image, stable-diffusion, arxiv:2307.01952, arxiv:2211.01324, arxiv:2108.01073, arxiv:2112.10752, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionXLPipeline, region:us",,2481843,2025-10-29T15:01:34.726299Z
hf_microsoft/TRELLIS-image-large,hf_model,microsoft/TRELLIS-image-large,,https://huggingface.co/microsoft/TRELLIS-image-large,"trellis, image-to-3d, en, arxiv:2412.01506, license:mit, region:us",,2477878,2025-10-29T15:01:34.726299Z
hf_stable-diffusion-v1-5/stable-diffusion-v1-5,hf_model,stable-diffusion-v1-5/stable-diffusion-v1-5,,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-v1-5,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, text-to-image, arxiv:2207.12598, arxiv:2112.10752, arxiv:2103.00020, arxiv:2205.11487, arxiv:1910.09700, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",,2437602,2025-10-29T15:01:34.726299Z
hf_openai/whisper-small,hf_model,openai/whisper-small,,https://huggingface.co/openai/whisper-small,"transformers, pytorch, tf, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, model-index, endpoints_compatible, region:us",,2429930,2025-10-29T15:01:34.726299Z
hf_Qwen/Qwen3-8B,hf_model,Qwen/Qwen3-8B,,https://huggingface.co/Qwen/Qwen3-8B,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-8B-Base, base_model:finetune:Qwen/Qwen3-8B-Base, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,2374600,2025-10-29T15:01:34.726299Z
hf_distilbert/distilgpt2,hf_model,distilbert/distilgpt2,,https://huggingface.co/distilbert/distilgpt2,"transformers, pytorch, tf, jax, tflite, rust, coreml, safetensors, gpt2, text-generation, exbert, en, dataset:openwebtext, arxiv:1910.01108, arxiv:2201.08542, arxiv:2203.12574, arxiv:1910.09700, arxiv:1503.02531, license:apache-2.0, model-index, co2_eq_emissions, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,2334670,2025-10-29T15:01:34.726299Z
hf_zhihan1996/DNABERT-S,hf_model,zhihan1996/DNABERT-S,,https://huggingface.co/zhihan1996/DNABERT-S,"transformers, pytorch, bert, feature-extraction, biology, genomics, custom_code, license:apache-2.0, text-embeddings-inference, endpoints_compatible, region:us",,2320167,2025-10-29T15:01:34.726299Z
hf_deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,hf_model,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",,2309866,2025-10-29T15:01:34.726299Z
